Type of weapon,Caliber,Brand/Model,Permissibility in civilian circulation,ID Code,Full Name,Date of Birth,Residential Address,Weapon Registered Date,License Number,Affiliation,Prior Incidents,Notes on Modifications,Nationality,Gender,Occupation,Education Level,Marital Status
Adapter,22 Hornet,Blaser-R-8,Yes,60607074816,Erik Rebane,2000-08-27,"298 Penny Trail Suite 865, Lake Alyssabury, NJ 50470",2017-05-20,EE-GUN-992247,Narva Gun Enthusiasts,Yes,Scope added,Estonian,Female,Lawyer,Bachelor's,Divorced
Adapter,22 Mag,Blaser-R-8,Yes,60607074817,Jüri Raudsepp,1989-07-16,"2473 Justin Wells, Scotttown, WA 01433",2025-02-13,EE-GUN-272359,Tallinn Marksmen Club,Yes,Scope added,Estonian,Female,Police Officer,Bachelor's,Divorced
Adapter,223 Wylde,Krieghoff-Extra,Yes,60607074818,Tõnu Nurm,1985-01-05,"3565 Eric Run, Joseside, OK 48426",2014-10-31,EE-GUN-265271,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Male,Nurse,PhD,Single
Adapter,223 Wylde,CZ-75-Kadett-adapter,Yes,60607074819,Erik Rebane,1995-10-09,"8872 Hansen Orchard, Vanessashire, WI 92971",2019-01-01,EE-GUN-959926,None,No,-,Estonian,Female,Engineer,PhD,Single
Adapter,22LR,Blaser-R-8,Yes,60607074820,Andres Laane,1999-07-11,"372 Jason Locks, Laurenton, MS 83846",2005-08-20,EE-GUN-970708,None,No,Modified grip,Estonian,Female,Nurse,High School,Widowed
Adapter,22LR,Heym-16-22-Magnum-Extra,Yes,60607074821,Annika Borissov,2004-03-11,"9611 Walker Common, Lake Patrickfurt, SD 68790",2015-03-16,EE-GUN-196446,Narva Gun Enthusiasts,No,Barrel shortened,Estonian,Female,Police Officer,PhD,Married
Adapter,22 Hornet,CMMG-Bravo-AR-15,Yes,60607074822,Liis Tamm,1997-11-18,"USS Bautista, FPO AE 84425",2022-04-11,EE-GUN-471136,None,No,Scope added,Estonian,Female,Lawyer,PhD,Single
Adapter,.300 BLK,Hubertus,Yes,60607074823,Liis Uibo,1979-04-30,"09883 Emily Lake Apt. 021, Kimberlystad, MO 53644",2025-05-25,EE-GUN-602300,Reserve Military,No,Scope added,Estonian,Female,Retired,Master's,Divorced
Adapter,.300 BLK,Keller-Simmann,Yes,60607074824,Tatjana Sepp,1963-02-01,"84895 Richmond Harbor, New Sylvia, MO 75855",2005-08-12,EE-GUN-602985,Tallinn Marksmen Club,Yes,Scope added,Estonian,Female,Nurse,PhD,Single
Adapter,223 Rem,Deserttech-MDRX,Yes,60607074825,Siim Laane,1967-03-23,"184 Arroyo Unions, Nancyshire, UT 58535",2018-04-15,EE-GUN-947935,Tallinn Marksmen Club,None,Scope added,Estonian,Male,Retired,High School,Divorced
Adapter,223 Wylde,Keller-Simmann,Yes,60607074826,Mihkel Koppel,1987-10-12,"7790 Wilson Cliff, Schultzbury, UT 30638",2016-03-13,EE-GUN-987624,Tallinn Marksmen Club,Yes,Modified grip,Estonian,Male,Retired,Bachelor's,Widowed
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,60607074827,Helin Saar,1977-07-09,"USS Haynes, FPO AA 33040",2015-03-26,EE-GUN-977340,Tallinn Marksmen Club,None,Scope added,Estonian,Male,Lawyer,High School,Single
Adapter,22 Mag,CZ-581/584,Yes,60607074828,Andres Oja,1955-10-14,"82755 Patricia Grove Apt. 373, Lake John, IL 30543",2012-05-09,EE-GUN-601207,Reserve Military,Yes,Modified grip,Estonian,Male,Nurse,PhD,Widowed
Adapter,22LR,Blaser-R-8,Yes,60607074829,Tõnu Oja,2006-04-10,"11179 Kathryn Plains Apt. 759, Travisshire, KY 64831",2011-09-05,EE-GUN-482614,Reserve Military,Yes,-,Estonian,Male,Nurse,Bachelor's,Widowed
Adapter,22 Mag,CZ-75-Kadett-adapter,Yes,60607074830,Riina Tamm,2001-06-18,"PSC 4639, Box 2086, APO AA 71380",2006-07-25,EE-GUN-841535,Narva Gun Enthusiasts,No,Modified grip,Estonian,Female,Nurse,Bachelor's,Divorced
Adapter,.300 BLK,CMMG-Bravo-AR-15,Yes,60607074831,Helin Laane,1983-08-26,"1875 Alexander Fords, Carpentermouth, RI 34540",2011-10-28,EE-GUN-290926,Narva Gun Enthusiasts,None,Modified grip,Estonian,Male,Lawyer,PhD,Widowed
Adapter,22 Mag,Uronen-Precision-UR-15,Yes,60607074832,Mart Nurm,1986-10-14,"9552 Coleman Manor Suite 564, Whiteberg, TX 30459",2008-11-08,EE-GUN-961574,Narva Gun Enthusiasts,Yes,Barrel shortened,Estonian,Female,Retired,PhD,Single
Adapter,223 Wylde,Heym-16-22-Magnum-Extra,Yes,60607074833,Kristjan Lepik,1998-07-04,"663 Lauren Streets, South Linda, MT 65984",2010-01-12,EE-GUN-559507,Tallinn Marksmen Club,No,-,Estonian,Female,Lawyer,Bachelor's,Married
Adapter,222 Rem,Krieghoff-Extra,Yes,60607074834,Mart Kalda,2007-04-04,"4489 Raymond Spurs Apt. 034, Combsville, WA 44365",2014-04-18,EE-GUN-177289,Reserve Military,Yes,Barrel shortened,Estonian,Female,Nurse,High School,Single
Adapter,22 Mag,CZ-75-Kadett-adapter,Yes,60607074835,Toomas Uibo,1974-01-07,"0615 Barbara Run Apt. 455, Hamptonmouth, CO 50448",2015-03-16,EE-GUN-197627,Narva Gun Enthusiasts,None,-,Estonian,Male,Lawyer,PhD,Married
Adapter,22LR,Heym-16-22-Magnum-Extra,Yes,60607074836,Rasmus Saar,1981-01-05,"56996 Christian Junctions, West Logan, VT 35559",2018-11-29,EE-GUN-529161,Narva Gun Enthusiasts,None,Scope added,Estonian,Female,Retired,High School,Single
Adapter,223 Rem,Keller-Simmann,Yes,60607074837,Jüri Laane,1967-11-30,"987 Jackson Walk Apt. 234, East Garrettville, CA 62522",2024-02-12,EE-GUN-478356,Reserve Military,Yes,Barrel shortened,Estonian,Female,Teacher,Master's,Divorced
Adapter,22LR,Deserttech-MDRX,Yes,60607074838,Erik Nurm,1953-02-12,"114 Christopher Loaf Suite 334, Simsberg, GA 04245",2006-08-26,EE-GUN-596574,Reserve Military,Yes,-,Estonian,Female,Lawyer,Bachelor's,Single
Adapter,22 Mag,Uronen-Precision-UR-15,Yes,60607074839,Katrin Tamm,1994-08-11,"7848 Taylor Square Apt. 997, Millsside, MI 63632",2023-10-26,EE-GUN-567429,Reserve Military,Yes,-,Estonian,Female,Nurse,PhD,Widowed
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,60607074840,Katrin Uibo,1964-11-29,"5642 Smith Pike Apt. 547, Lake Sandrafort, AL 56919",2015-06-04,EE-GUN-534096,None,None,Barrel shortened,Estonian,Female,Engineer,Master's,Married
Adapter,22 Hornet,Hubertus,Yes,60607074841,Tatjana Laane,1990-01-30,"536 Foster Estates, Claytonbury, CO 55844",2013-08-10,EE-GUN-626491,None,No,-,Estonian,Male,Retired,PhD,Divorced
Adapter,22LR,CZ-75-Kadett-adapter,Yes,60607074842,Liis Saar,1984-08-11,"8463 Ian Highway Apt. 797, Jackiefort, MD 03043",2010-08-19,EE-GUN-962520,None,None,Scope added,Estonian,Female,Teacher,High School,Single
Adapter,223 Rem,CZ-75-Kadett-adapter,Yes,60607074843,Siim Oja,1952-10-31,"Unit 0214 Box 4270, DPO AE 12323",2010-08-01,EE-GUN-580412,Reserve Military,None,-,Estonian,Male,Lawyer,PhD,Divorced
Adapter,22LR,CZ-581/584,Yes,60607074844,Erik Uibo,1950-06-16,"4757 Mark Ville Apt. 046, New Theodoreborough, KS 50515",2005-11-19,EE-GUN-460572,Tallinn Marksmen Club,Yes,-,Estonian,Female,Engineer,Master's,Single
Adapter,223 Wylde,CZ-75-Kadett-adapter,Yes,60607074845,Kadri Roos,1957-10-03,"Unit 3673 Box 0371, DPO AP 87795",2012-07-19,EE-GUN-813884,Tallinn Marksmen Club,No,-,Estonian,Female,Teacher,PhD,Single
Adapter,223 Wylde,Uronen-Precision-UR-15,Yes,60607074846,Riina Pärn,1981-08-19,"2088 Jon Route Suite 350, North Joel, MD 02475",2011-02-24,EE-GUN-426053,Narva Gun Enthusiasts,Yes,Barrel shortened,Estonian,Male,Retired,Bachelor's,Married
Adapter,223 Wylde,CZ-75-Kadett-adapter,Yes,60607074847,Rasmus Kalda,2003-07-07,"3009 Barker Drives, Kellibury, NM 12481",2016-12-20,EE-GUN-321659,Tallinn Marksmen Club,None,-,Estonian,Female,Police Officer,PhD,Single
Adapter,.300 BLK,Keller-Simmann,Yes,60607074848,Jüri Oja,2001-02-21,"2812 Hall Point, Lindamouth, ID 03299",2018-04-23,EE-GUN-696296,Reserve Military,No,Modified grip,Estonian,Male,Police Officer,PhD,Single
Adapter,22LR,Uronen-Precision-UR-15,Yes,60607074849,Siim Sepp,1973-10-30,"77848 Lopez Ferry Suite 574, North Amanda, LA 35018",2023-11-19,EE-GUN-963508,Tallinn Marksmen Club,None,-,Estonian,Male,Teacher,High School,Divorced
Adapter,22 Hornet,CZ-581/584,Yes,60607074850,Mart Kangur,1974-06-09,"209 Parsons Garden Suite 186, New Felicia, OH 20703",2015-02-02,EE-GUN-715388,Narva Gun Enthusiasts,Yes,Modified grip,Estonian,Female,Teacher,High School,Widowed
Adapter,22 Hornet,CMMG-Bravo-AR-15,Yes,60607074851,Helin Saar,1971-05-30,"18102 Morgan Flats Apt. 731, New Darlenefurt, NM 69421",2014-03-01,EE-GUN-998746,None,None,Modified grip,Estonian,Male,Nurse,Master's,Single
Adapter,22 Hornet,Blaser-R-8,Yes,60607074852,Kadri Kuuse,1952-10-18,"37170 Grant Mall, Lauraton, RI 35341",2023-06-16,EE-GUN-334639,Narva Gun Enthusiasts,None,Scope added,Estonian,Female,Lawyer,Master's,Widowed
Adapter,223 Wylde,Deserttech-MDRX,Yes,60607074853,Erik Oja,1952-03-22,"38113 Lopez Pine Apt. 928, Reeseshire, TX 60626",2019-12-27,EE-GUN-964352,Tallinn Marksmen Club,None,Barrel shortened,Estonian,Male,Engineer,Bachelor's,Widowed
Adapter,.300 BLK,Heym-16-22-Magnum-Extra,Yes,60607074854,Toomas Mets,1956-07-16,"685 Amanda Rapid, Mahoneymouth, MD 49223",2019-06-27,EE-GUN-389913,Narva Gun Enthusiasts,Yes,Scope added,Estonian,Female,Retired,PhD,Divorced
Adapter,222 Rem,CZ-581/584,Yes,60607074855,Riina Borissov,2001-06-16,"398 Nicholas Plaza Suite 577, Smithton, PA 02637",2023-01-25,EE-GUN-856320,Reserve Military,None,-,Estonian,Female,Nurse,Master's,Married
Adapter,.300 BLK,CMMG-Bravo-AR-15,Yes,60607074856,Riina Kask,1958-08-25,"Unit 4043 Box 3504, DPO AP 67514",2024-05-20,EE-GUN-819656,Tallinn Marksmen Club,None,Scope added,Estonian,Female,Retired,PhD,Widowed
Adapter,22 Hornet,Blaser-R-8,Yes,60607074857,Ene Tamm,1988-04-16,"PSC 2107, Box 5224, APO AA 76805",2013-12-16,EE-GUN-812730,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Male,Nurse,PhD,Widowed
Adapter,222 Rem,Uronen-Precision-UR-15,Yes,60607074858,Siim Koppel,1965-04-24,"96931 Mcguire Extensions Suite 919, Benjaminshire, CO 07830",2016-10-31,EE-GUN-408334,Tallinn Marksmen Club,No,-,Estonian,Male,Teacher,High School,Married
Adapter,223 Rem,Heym-16-22-Magnum-Extra,Yes,60607074859,Kristi Pärn,1973-02-17,"1390 Brown Pine Apt. 589, West Wayne, FL 07122",2018-10-28,EE-GUN-533174,Reserve Military,No,Modified grip,Estonian,Male,Nurse,Master's,Married
Adapter,223 Wylde,Blaser-R-8,Yes,60607074860,Maarja Mets,1979-10-12,"64622 Miller Ports, New Raymondland, NY 57450",2009-11-22,EE-GUN-761685,None,Yes,Barrel shortened,Estonian,Male,Lawyer,Bachelor's,Divorced
Adapter,223 Rem,Blaser-R-8,Yes,60607074861,Toomas Borissov,2001-04-24,"6938 John Grove, Morrisshire, DE 88548",2019-07-12,EE-GUN-744328,Tallinn Marksmen Club,None,-,Estonian,Female,Lawyer,Master's,Married
Adapter,22LR,Keller-Simmann,Yes,60607074862,Katrin Kuuse,1978-04-12,"5904 Vanessa Ridges, Hansonmouth, IN 26674",2018-03-05,EE-GUN-437864,None,No,Barrel shortened,Estonian,Male,Retired,Bachelor's,Widowed
Adapter,22LR,CZ-75-Kadett-adapter,Yes,60607074863,Mart Nurm,1960-01-27,"03924 Matthew Unions, West Shannontown, IL 97495",2023-10-06,EE-GUN-963862,Reserve Military,Yes,Scope added,Estonian,Female,Teacher,Bachelor's,Married
Adapter,223 Wylde,Krieghoff-Extra,Yes,60607074864,Rasmus Tamm,1963-11-16,"792 Nicholas Shore Apt. 420, Jamesview, NH 86321",2005-09-27,EE-GUN-951452,Tallinn Marksmen Club,No,Modified grip,Estonian,Male,Teacher,PhD,Divorced
Adapter,223 Rem,Keller-Simmann,Yes,60607074865,Tõnu Sepp,1953-12-27,"510 Dillon Run Suite 368, West Toddside, HI 26567",2022-06-28,EE-GUN-845652,Reserve Military,Yes,Scope added,Estonian,Male,Engineer,High School,Single
Adapter,22LR,Heym-16-22-Magnum-Extra,Yes,60607074866,Annika Lepik,1980-08-15,"38457 Garner Brook, Gabriellestad, ME 31460",2022-07-06,EE-GUN-229598,Narva Gun Enthusiasts,Yes,Modified grip,Estonian,Male,Teacher,High School,Widowed
Adapter,.300 BLK,Heym-16-22-Magnum-Extra,Yes,60607074867,Kadri Roos,1968-03-24,"0843 Matthew Lock Apt. 168, South John, NE 41445",2016-08-29,EE-GUN-834764,None,Yes,Barrel shortened,Estonian,Male,Nurse,High School,Single
Adapter,22 Mag,CZ-581/584,Yes,60607074868,Siim Oja,1980-01-09,"298 Michelle Inlet, South Wendy, FL 86514",2024-09-03,EE-GUN-311469,Narva Gun Enthusiasts,None,-,Estonian,Female,Retired,High School,Married
Adapter,.300 BLK,Krieghoff-Extra,Yes,60607074869,Mihkel Kuuse,1960-03-18,"52056 Turner Summit, Edwinborough, DC 24716",2006-05-07,EE-GUN-113368,Reserve Military,No,-,Estonian,Male,Police Officer,High School,Single
Adapter,.300 BLK,Deserttech-MDRX,Yes,60607074870,Erik Rebane,2001-05-04,"Unit 9499 Box 9393, DPO AE 90596",2006-05-06,EE-GUN-586830,Reserve Military,No,Modified grip,Estonian,Male,Nurse,Bachelor's,Widowed
Adapter,.300 BLK,Heym-16-22-Magnum-Extra,Yes,60607074871,Kristjan Kuuse,1973-11-26,"89752 Henry Dam Apt. 330, Durantown, MT 29671",2012-05-10,EE-GUN-993385,None,None,Modified grip,Estonian,Female,Nurse,Master's,Widowed
Adapter,223 Wylde,Uronen-Precision-UR-15,Yes,60607074872,Tõnu Lepik,2001-01-08,"9757 Ronald Trail, New Jillfurt, MD 52163",2024-11-30,EE-GUN-519692,Tallinn Marksmen Club,Yes,-,Estonian,Female,Lawyer,PhD,Single
Adapter,.300 BLK,CMMG-Bravo-AR-15,Yes,60607074873,Tõnu Vaher,1989-11-12,"177 Natalie Gardens, Terrellton, MS 68150",2007-02-18,EE-GUN-719446,Tallinn Marksmen Club,None,-,Estonian,Male,Engineer,Master's,Widowed
Adapter,222 Rem,Blaser-R-8,Yes,60607074874,Maarja Raudsepp,1962-05-17,"4726 Austin Center Apt. 771, East Kimberlyside, MO 54707",2016-06-17,EE-GUN-531262,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Female,Teacher,Bachelor's,Single
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,60607074875,Liis Kask,1980-02-20,"371 Nguyen Run Apt. 111, Waltersland, VT 50844",2022-11-12,EE-GUN-605339,Narva Gun Enthusiasts,None,-,Estonian,Male,Engineer,High School,Single
Adapter,223 Rem,Krieghoff-Extra,Yes,60607074876,Mart Nurm,1991-02-09,"USCGC Pierce, FPO AE 22899",2016-11-10,EE-GUN-887931,Tallinn Marksmen Club,Yes,Modified grip,Estonian,Female,Nurse,High School,Divorced
Adapter,22 Hornet,Deserttech-MDRX,Yes,60607074877,Annika Kalda,1987-12-09,"22064 Cross Mission, Courtneyville, DC 27089",2005-07-29,EE-GUN-940183,Tallinn Marksmen Club,No,-,Estonian,Female,Nurse,High School,Married
Adapter,22LR,CZ-75-Kadett-adapter,Yes,60607074878,Kristjan Uibo,1991-10-27,"7780 Young Radial, Chavezmouth, PA 79157",2005-09-05,EE-GUN-675771,Reserve Military,No,Scope added,Estonian,Male,Teacher,Master's,Widowed
Adapter,222 Rem,CMMG-Bravo-AR-15,Yes,60607074879,Annika Mets,1966-02-09,"830 Eddie Shoal Suite 020, Markland, CT 55152",2011-07-10,EE-GUN-687360,Tallinn Marksmen Club,None,Scope added,Estonian,Female,Police Officer,High School,Divorced
Adapter,223 Wylde,Uronen-Precision-UR-15,Yes,60607074880,Ene Oja,1960-06-08,"9501 Morris Light, Port Ronaldside, LA 62211",2010-01-13,EE-GUN-492052,Reserve Military,No,Modified grip,Estonian,Female,Retired,Master's,Single
Adapter,223 Rem,Deserttech-MDRX,Yes,60607074881,Tõnu Lepik,1957-10-04,"8683 Cheryl Coves Apt. 794, Lynchmouth, NC 75886",2017-06-30,EE-GUN-326061,Tallinn Marksmen Club,No,Scope added,Estonian,Male,Lawyer,High School,Single
Adapter,22 Hornet,CZ-581/584,Yes,60607074882,Maarja Kuuse,1958-04-14,"772 Jeanette Fields Apt. 107, Lake Melaniechester, AZ 44251",2017-05-09,EE-GUN-656127,Reserve Military,None,-,Estonian,Female,Engineer,PhD,Divorced
Adapter,22LR,CZ-75-Kadett-adapter,Yes,60607074883,Kristi Lepik,1987-08-05,"34414 Hunter Islands, North Ginamouth, VA 75070",2006-06-12,EE-GUN-539001,None,Yes,-,Estonian,Female,Nurse,Master's,Divorced
Adapter,22 Hornet,CZ-581/584,Yes,60607074884,Ene Mets,2006-01-28,"7702 Moore Mount Suite 760, Annettemouth, ND 02954",2012-07-17,EE-GUN-846454,None,No,Modified grip,Estonian,Female,Teacher,Bachelor's,Divorced
Adapter,223 Rem,Keller-Simmann,Yes,60607074885,Tõnu Sepp,1988-09-30,"24056 Ashley Loaf Apt. 914, Jenniferview, CO 65650",2013-07-17,EE-GUN-689593,Tallinn Marksmen Club,None,-,Estonian,Female,Lawyer,High School,Single
Adapter,22 Hornet,Blaser-R-8,Yes,60607074886,Kristjan Saar,1974-09-28,"84215 Kimberly Course Suite 807, East Matthew, VA 69133",2016-01-07,EE-GUN-379947,None,Yes,Scope added,Estonian,Male,Police Officer,Bachelor's,Divorced
Adapter,223 Wylde,Krieghoff-Extra,Yes,60607074887,Kadri Uibo,2002-03-25,"230 Hughes Way, North Larryton, PA 11914",2016-10-17,EE-GUN-335203,Tallinn Marksmen Club,No,Scope added,Estonian,Male,Lawyer,Master's,Married
Adapter,223 Rem,CMMG-Bravo-AR-15,Yes,60607074888,Siim Saar,1981-03-24,"409 Fowler Fords, Jamesport, ND 42332",2020-06-18,EE-GUN-750706,Tallinn Marksmen Club,No,Scope added,Estonian,Male,Teacher,PhD,Widowed
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,60607074889,Mart Oja,1995-02-15,"41098 Jamie Keys, Josephport, IA 22950",2007-11-18,EE-GUN-225151,Tallinn Marksmen Club,No,-,Estonian,Female,Engineer,Bachelor's,Divorced
Adapter,223 Rem,Hubertus,Yes,60607074890,Riina Kalda,1970-08-24,"702 Thomas Spring Apt. 160, South Philipshire, UT 92168",2020-08-16,EE-GUN-844163,None,No,Modified grip,Estonian,Female,Engineer,High School,Widowed
Adapter,222 Rem,CZ-581/584,Yes,60607074891,Toomas Mets,1991-05-25,"81792 Lisa Square Suite 174, Ruizbury, RI 34324",2017-10-27,EE-GUN-650916,None,No,Barrel shortened,Estonian,Male,Lawyer,Master's,Single
Adapter,22 Mag,Deserttech-MDRX,Yes,60607074892,Riina Sepp,1976-02-20,"7701 Rodriguez Neck Suite 245, New Dakota, VT 14523",2016-07-17,EE-GUN-407835,None,None,-,Estonian,Male,Police Officer,Bachelor's,Married
Adapter,.300 BLK,CZ-581/584,Yes,60607074893,Kristjan Mets,1987-04-21,"769 Allen Gardens Apt. 761, Jaredshire, WY 57563",2024-10-03,EE-GUN-499898,Reserve Military,Yes,Scope added,Estonian,Female,Police Officer,Bachelor's,Married
Adapter,22LR,Hubertus,Yes,60607074894,Riina Oja,2003-01-13,"19719 Nguyen Court, Thompsonfurt, PA 14754",2018-05-07,EE-GUN-186345,Reserve Military,No,Barrel shortened,Estonian,Male,Retired,PhD,Married
Adapter,22 Mag,Keller-Simmann,Yes,60607074895,Toomas Borissov,1971-09-26,"32902 Shawn Highway, Gilbertmouth, IL 89828",2016-03-24,EE-GUN-124906,Tallinn Marksmen Club,None,Scope added,Estonian,Male,Police Officer,High School,Single
Adapter,222 Rem,Hubertus,Yes,60607074896,Helin Kask,1969-11-07,"5190 Abbott Walk Suite 058, North Jacquelinestad, LA 04588",2013-06-17,EE-GUN-371212,Tallinn Marksmen Club,Yes,-,Estonian,Female,Lawyer,Bachelor's,Single
Adapter,.300 BLK,Heym-16-22-Magnum-Extra,Yes,60607074897,Kadri Nurm,1978-11-01,"566 Graham Forest Apt. 723, Bridgesstad, MT 20721",2015-04-09,EE-GUN-892682,Reserve Military,None,Barrel shortened,Estonian,Female,Engineer,High School,Widowed
Adapter,223 Rem,Heym-16-22-Magnum-Extra,Yes,60607074898,Annika Lepik,1995-01-20,"02762 Derrick Valley, Daltonchester, HI 60059",2022-10-15,EE-GUN-514306,Reserve Military,Yes,Modified grip,Estonian,Male,Retired,Master's,Widowed
Adapter,223 Wylde,Uronen-Precision-UR-15,Yes,60607074899,Ene Uibo,1978-04-26,"5326 Becky Vista Apt. 846, Arthurton, NJ 92891",2017-12-30,EE-GUN-248241,Reserve Military,No,Barrel shortened,Estonian,Female,Engineer,High School,Widowed
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,60607074900,Liis Oja,1957-02-26,"84781 John Roads, Lake Cynthiashire, RI 07418",2017-02-22,EE-GUN-249375,None,No,Modified grip,Estonian,Female,Retired,High School,Divorced
Adapter,222 Rem,Keller-Simmann,Yes,60607074901,Ene Nurm,1985-11-12,"8795 Gomez Union Suite 420, Jessicashire, AR 82984",2021-07-22,EE-GUN-404771,Reserve Military,Yes,Barrel shortened,Estonian,Male,Teacher,Master's,Widowed
Adapter,22 Mag,Deserttech-MDRX,Yes,60607074902,Erik Roos,1988-10-18,"490 Washington Crossroad, Port Kristenview, RI 37328",2014-10-27,EE-GUN-173199,None,Yes,-,Estonian,Female,Nurse,Bachelor's,Divorced
Adapter,222 Rem,Uronen-Precision-UR-15,Yes,60607074903,Mart Kuuse,1966-12-10,"292 Wood Extensions, Kimberlybury, HI 69626",2006-08-01,EE-GUN-428429,None,No,-,Estonian,Female,Nurse,PhD,Widowed
Adapter,22 Hornet,Krieghoff-Extra,Yes,60607074904,Erik Kangur,1972-10-14,"Unit 2927 Box 6637, DPO AP 84069",2011-02-23,EE-GUN-678469,Reserve Military,No,Barrel shortened,Estonian,Female,Retired,PhD,Widowed
Adapter,.300 BLK,Heym-16-22-Magnum-Extra,Yes,60607074905,Kristi Kuuse,1963-10-21,"41027 Alvarez Mountains Apt. 667, Dustinchester, LA 59328",2018-06-15,EE-GUN-952117,Tallinn Marksmen Club,None,Modified grip,Estonian,Male,Engineer,Bachelor's,Married
Adapter,223 Wylde,CZ-75-Kadett-adapter,Yes,60607074906,Helin Pärn,1995-08-18,"85694 Nelson Unions, West Destinyfurt, WI 89012",2013-09-06,EE-GUN-240384,Tallinn Marksmen Club,None,Barrel shortened,Estonian,Female,Nurse,High School,Divorced
Adapter,222 Rem,Keller-Simmann,Yes,60607074907,Annika Tamm,1999-06-05,"525 Emily Village, North Roberthaven, TX 58951",2017-06-01,EE-GUN-287847,None,None,-,Estonian,Female,Police Officer,PhD,Married
Adapter,22LR,Hubertus,Yes,60607074908,Mihkel Laane,1964-05-21,"00910 Stephanie Route Apt. 119, South Diana, SD 74696",2011-09-29,EE-GUN-801062,None,None,Scope added,Estonian,Female,Lawyer,Master's,Single
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,60607074909,Kristi Rebane,1956-12-31,"7174 Schwartz Shores Suite 421, Kimberlyfurt, MA 08373",2014-03-30,EE-GUN-975427,Narva Gun Enthusiasts,None,Modified grip,Estonian,Female,Teacher,Master's,Widowed
Adapter,223 Rem,Hubertus,Yes,60607074910,Mihkel Oja,2004-10-07,"73962 Rodriguez Plains Suite 391, Baldwinville, CA 09730",2024-11-23,EE-GUN-525556,Narva Gun Enthusiasts,Yes,-,Estonian,Female,Engineer,High School,Divorced
Adapter,22 Mag,Deserttech-MDRX,Yes,60607074911,Kristi Rebane,1998-12-19,"72006 Hernandez Isle Suite 908, Mendozafurt, VA 09689",2023-11-01,EE-GUN-321791,None,No,Modified grip,Estonian,Female,Engineer,High School,Divorced
Adapter,222 Rem,Uronen-Precision-UR-15,Yes,60607074912,Maarja Kangur,1964-10-28,"98554 Brown Rue Apt. 585, Port Steveport, ID 23650",2024-04-27,EE-GUN-602290,None,None,Modified grip,Estonian,Female,Police Officer,PhD,Single
Adapter,223 Rem,CZ-581/584,Yes,60607074913,Jüri Oja,1952-02-18,"Unit 3461 Box 5717, DPO AP 25334",2010-03-21,EE-GUN-141094,None,No,Modified grip,Estonian,Female,Retired,Master's,Single
Adapter,22LR,Deserttech-MDRX,Yes,60607074914,Kadri Kangur,1951-11-20,"6184 Ferguson Village, Levytown, MA 07848",2016-12-12,EE-GUN-605065,None,No,-,Estonian,Male,Engineer,PhD,Widowed
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,60607074915,Kadri Koppel,2003-01-24,"38782 Sandy Camp Apt. 707, East Jacquelineberg, HI 83425",2007-02-26,EE-GUN-172187,None,Yes,-,Estonian,Male,Police Officer,High School,Divorced
Adapter,222 Rem,Blaser-R-8,Yes,60607074916,Mart Kangur,1970-05-15,"9291 Danny Ranch, North Linda, MA 97222",2019-02-18,EE-GUN-744610,Reserve Military,None,Barrel shortened,Estonian,Male,Lawyer,PhD,Single
Adapter,223 Rem,CZ-75-Kadett-adapter,Yes,60607074917,Kristjan Oja,1971-07-09,"3092 Brown Harbor, Port Robert, MN 73037",2011-01-26,EE-GUN-549793,None,Yes,-,Estonian,Female,Engineer,High School,Married
Adapter,223 Wylde,Krieghoff-Extra,Yes,60607074918,Toomas Pärn,1979-04-22,"19620 Miller Avenue, North Jasmine, LA 55056",2021-08-26,EE-GUN-727354,Tallinn Marksmen Club,Yes,Modified grip,Estonian,Male,Teacher,High School,Single
Adapter,22 Hornet,Deserttech-MDRX,Yes,60607074919,Liis Sepp,1996-07-27,"487 Allen Extensions, New Hectorfort, CO 82708",2015-09-15,EE-GUN-211760,None,Yes,Scope added,Estonian,Female,Engineer,Master's,Widowed
Adapter,.300 BLK,CZ-75-Kadett-adapter,Yes,60607074920,Liis Uibo,1973-02-15,"18195 Steven Road, West Brian, WY 20059",2021-08-06,EE-GUN-921861,Tallinn Marksmen Club,No,Scope added,Estonian,Female,Nurse,Bachelor's,Widowed
Adapter,.300 BLK,Blaser-R-8,Yes,60607074921,Mihkel Kalda,1983-04-24,"54364 Jensen Trace, Williamston, HI 21216",2006-06-12,EE-GUN-921149,None,No,Modified grip,Estonian,Female,Nurse,High School,Divorced
Adapter,.300 BLK,CMMG-Bravo-AR-15,Yes,60607074922,Jüri Kangur,1982-06-19,"79956 Julie Islands, Port Daniel, CT 31580",2019-06-30,EE-GUN-729402,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Female,Retired,Bachelor's,Single
